Policy,Reward,Reward_std,ESS,ESS_std,Missingness,Missingness_std
Random,-1.3777173741005981,0.02100233895366566,20.0,0.0,0.743,0.004813176359397908
Unconstrained,-1.2546005186103597,0.8241428046383198,19.101600301961735,0.7427985218766742,0.786,0.17857351427353385
Static,-162.90951699833315,78.04383999021964,18.67645117621048,0.9265858065755728,0.5586666666666666,0.06028312828275881
Dynamic,-4.805112211319876,2.4193425173155676,18.891176481698803,0.7814844098087396,0.7966666666666667,0.1409688696919367
